company,description,keyword,location,posted_date,title
-,"Fidèle à ses valeurs, résolument tourné vers l'avenir, Ouest-France, 1er quotidien d'information générale en France, accélère ses évolutions vers le numérique et poursuit son développement. Pour accompagner ces évolutions, Ouest-France recherche un


Votre expérience confirmée (au moins 8 ans) en tant qu’Administrateur fonctionnel / Chef de projet AMOA vous a permis d’accompagner des projets d’évolution d’un environnement complexe (variété des sociétés, des référentiels réglementaires et fort niveau de personnalisation des outils) : vous avez eu l’occasion de déployer des méthodologies de gestion de projet avec un objectif de rationalisation et de performance.

Vous avez déjà travaillé sous HR Access et êtes capable d’appréhender sa structure et son paramétrage afin d’assurer une interface efficace entre les métiers et les équipes SI. Vos connaissances fonctionnelles des domaines connexes à la Paie vous aideront à envisager les problématiques de façon globale (GTA, Coffre-fort numérique, Workflow de génération de contrats, suite Talents…). A terme, vous souhaitez développer une vision large, métier et SI, des domaines Paie et Administration RH.



Vous êtes reconnu(e) pour les qualités suivantes :

Autonomie & initiative

Goût du travail en équipe, aisance relationnelle et capacité à fédérer autour d’objectifs communs

Capacité à développer une approche de gestion de projet alliant rigueur & souplesse

Sens du service & orientation résultat vis-à-vis de vos clients internes


Le Groupe SIPA – Ouest-France est une société détenue par « l’Association pour le soutien des principes de la démocratie humaniste ». Société constituée en 1990 autour du quotidien Ouest-France, qui est le premier quotidien payant en France en nombre d’éditions et d’exemplaires. En plus du journal Ouest-France, le Groupe réunit d’autres quotidiens (« Le Courrier de l’Ouest », « Le Maine Libre », « Presse-Océan », « La Presse de la Manche »), une centaine d’hebdomadaires, un Pôle Mer avec un hebdomadaire (Le Marin) et des magazines (« Voiles & Voiliers », « Chasse-Marée », …), une filiale publicitaire, des sites de petites annonces (« auto », « immo », « emploi », …), des radios (« Hit West », …). Depuis plusieurs années, la transformation vers le numérique s’est fortement accélérée. L’offre, déjà riche de plusieurs sites web, de 54 versions numériques du journal et de l’édition du soir, ne cesse de s’élargir et de nouveaux projets sont en cours.

Intrasipa, société de moyens du Groupe SIPA – Ouest-France, abrite les fonctions transverses à forte valeur ajoutée (Data, R&D, Juridique / Finance, Protection des données, Cybersécurité, SIRH). A la manière d’un cabinet de conseil interne, ses équipes travaillent en étroite collaboration avec l’ensemble des entités du Groupe, sur des projets transverses ou « locaux ».

Depuis 2018, l’équipe SIRH Groupe gère la Paie et une partie de l’Administration RH pour l’ensemble des sociétés du Groupe. Pour accompagner les projets et les évolutions autour du logiciel de Paie (HR Access), l’équipe souhaite se renforcer avec un(e) Responsable Assistance à Maîtrise d’Ouvrage (AMOA) .

Rattaché(e) au Responsable SIRH Groupe, vous êtes garant(e) de la cohérence fonctionnelle globale du SIRH Groupe, plus particulièrement sur le périmètre de la Paie au sens large (outil de Paie et outils satellites – GTA, coffre-fort numérique, suite Talents) et vous pilotez les projets, avec un enjeu de structuration et d’animation des méthodes et des clients.



Plus particulièrement, il vous incombe de :

Centraliser et formaliser la vision générale des évolutions , en lien avec les différents clients internes : gérer les priorités en tenant compte des contraintes réglementaires, qualifier les demandes et élaborer le plan de charge en lien avec l’équipe métier et les prestataires en charge des développements ;

Piloter les projets d’évolutions par la mise en œuvre d’une démarche rationnalisée :

Structurer et documenter les différentes étapes des projets ;

Accompagner les clients internes lors des projets :
 expression de besoins / cahier des charges ; spécifications fonctionnelles et détaillées ; études d’impacts métier ; recette ; pré-production ; déploiement ;

Valider les devis ;

Suivre les développements en lien avec les prestataires ; le cas échéant, proposer des arbitrages et ajuster les priorités ;

S’assurer de la documentation des processus métiers et SI auprès des parties prenantes, puis faciliter sa diffusion.

Gérer la relation avec les prestataires (équipe développement / TMA ; cabinets conseils) : participer au cadrage des interventions, participer aux comités de suivi et de pilotage ;

Assurer un rôle de référent sur l’outil de Paie HR Access , contribuer à son administration et, en faciliter la traduction des besoins opérationnels auprès des équipes de développement. Participer au traitement des anomalies ;

A moyen terme, mener l’étude et le cadrage relatifs à une montée de version structurante du logiciel de Paie OU d’un changement d’outil ;

Participer aux projets et travaux relatifs au SIRH Groupe, et plus largement du SI (schéma directeur, par exemple).",développement web,Rennes (35),,Responsable AMOA SIRH (HR Access) H/F
ALTICOME,"En collaboration avec le tuteur(trice) entreprise, vous participerez à :



Accueil -Vente-conseil / produits et services.


Mise en rayon


Commandes Réception de marchandises


Développement du CA du rayon


Valorisation de l'enseigne


Mise en place des opérations commerciales




Profil :
 Vous êtes titulaire du BAC

Organisé(e ), rigoureux(se), ayant le goût du contact et du service client.

Capacité d'écoute et de dialogue

Disponible et sachant prendre des initiatives.

Cette annonce vous intéresse :
 Mme Morgane JOLIVEL



Entreprise :
 ALTICOME

ALTICOME FORMATIONS recherche pour une entreprise partenaire dans le secteur de la PUERICULTURE un(e) conseiller(ère) de vente en contrat de professionnalisation ou d'apprentissage. La formation s'effectue dans le cadre de la préparation du BTS MCO (Management Commercial Opérationnel) en alternance.

1 poste à pourvoir :
 RENNES

La formation est dispensée à CESSON-SEVIGNE (35)",data science,35000 Rennes,,CONSEILLER VENTE - BTS MCO - ALTERNANCE (H/F)
MV GROUP,"L’entreprise



Avec une recette unique dans le digital, MV Group réunit 8 filiales et apporte une solution globale de 42 expertises pour le développement du business de ses clients. Mediaveille, filiale du groupe, est devenue une des agences digitales leader en France. Certifiée Google, Bing et Facebook, notre agence compte plus de 20 métiers dans chacun des 8 domaines d’expertises de la communication digitale : Stratégie digitale, Référencement Naturel et Contenu, Webmarketing, Data et Web Analyse, Ergonomie & Webdesign, Veille Stratégique, Social Media, et Formations.



Dès votre arrivée, nous vous donnerons les clés d’une intégration réussie : parcours d’intégration personnalisé, team building, management centré sur l’humain et les talents et bien d’autres actions pour s’intégrer à 100% dans une vraie équipe.



MV Group recrute pour sa filiale Mediaveille !



Description du poste



Rattaché au pôle “Data Marketing et WebAnalyse” de l’agence Mediaveille, vous intervenez pour le compte des clients de toutes les filiales MV-group.



Vous travaillez sur tous types de sites (e-commerce / Leads) et pour tous types de clients (BtoB / BtoC / Travel / Immobilier / Retail…).



Vous êtes en relation directe avec les intervenants internes MV-Group (Chefs de projet Webmarketing, Développeurs notamment) et externes (Agences de développement de nos clients).



Votre mission :




Concevoir les stratégies TMS (analyse des besoins, plan de taggage, conception DataLayer);


Accompagner les agences de développement de nos clients (brief, recettage DataLayer);


Déployer les TAGs au sein des plates-formes TMS (création des variables, des balises [personnalisées notamment] et des règles de déclenchement);


Contrôler vos intégrations et mettre en ligne vos travaux (recette des hits, mise en place de versionning);


Configurer des comptes Google Analytics;


Maintenir et faire évoluer les configurations TMS que nous déployons pour nos clients;


Former certains clients;


Intervenir en support des équipes Webmarketing et SEO sur des prestations de Web analyse;


Le passage des certifications Google Tag Manager (GTM) / Commanders Act / Google Analytics sera également nécessaire.


Et vous ?




Compétences requises:




Maîtrise du langage html


Connaissance du langage javascript


Appétence forte et expérience dans les domaines du webmarketing et de la web analyse


Rigueur : mise en place et respect des procédures


Pragmatisme et rationalisation, pour des configurations TMS optimales




Localisation
 :



En CDI, poste basé à Rennes-Saint-Grégoire à notre siège social, à pourvoir dès que possible.






Rémunération :



Rémunération selon expérience et profil + avantages sociaux.



Cette offre vous parle ? Alors n’attendez plus ! MV Group recrute des talents qui partagent leur recette d’une vie professionnelle épanouie. Chez nous, on vit intensément et autrement l’aventure du digital dans un environnement multi-expertises unique.



Quelques astuces pour réussir sa candidature chez MV Group ?



Vous êtes à la recherche de nouvelles ambitions ? Découvrez nos astuces et conseils pour maximiser vos chances de nous rencontrer.


Informations


Poste


Expert Web Analyse & Tag Management System (TMS)

Localité


Rennes


Contrat


CDI


Handi-accessible :


Oui


Expertise


2 ans


Niveau d'études


BAC + 3/4",développement web,Rennes (35),,EXPERT WEB ANALYSE & TAG MANAGEMENT SYSTEM (TMS) F/H
-,"Description de l'entreprise

Entreprise de Services du Numérique créée en 1993, ASI est spécialisée dans la mise en place de sites web, d’applications mobiles, de solutions de Business Analytics et de Social Business (réseaux sociaux d’entreprise, messagerie, portail, CRM…).

Implantée dans 7 villes (Paris, Lyon, Rennes, Brest, Nantes, Niort et Bordeaux), ASI compte 450 collaborateurs qui interviennent auprès de PME/PMI, de grandes entreprises et de collectivités locales.

Rejoignez une entreprise qui allie performance et sens écologique, positionnée sur des projets à taille humaine et partagez notre éthique basée sur la transparence, le respect, la simplicité, la convivialité et le plaisir.

Description du poste

ASI est une ESN dont la clientèle est constituée à parts égales de grands comptes et de PME. Son activité comporte une grande partie de mise en place de solutions métiers ou de sites Intranet et/ou Extranet pour ces clients.

Au sein de l’agence rennaise, vous serez intégré dans notre équipe d’intégration du CRM E-Deal by Efficy. L’immersion dans une équipe est une des clés de la réussite d’un stage à nos yeux car cela nous permet :
De vous encadrer comme il se doit pour vous donner nos bonnes pratiques de développement
De vous faire découvrir toutes les facettes de votre futur métier : analyse fonctionnelle, conception, développement et tests unitaires.
De vous intégrer très rapidement et de vous faire connaître au sein de l’agence.

L’équipe d’intégration CRM est organisé avec une équipe de développement de 7 Ingénieurs études et réalisation, 1 consultant fonctionnel, 3 chefs de projet et 1 team leader. Cette équipe est multi-projet et travaillent pour plusieurs clients.

Le stage portera sur le(s) sujets suivants :
Mise en place environnements clients vierges + custom pour atelier
Réalisation des tests unitaires (JUnit)
Mise en place d’une structure de test de charges (JMeter)

En complément de ce sujet, vous serez aussi amené à participer activement au projet, en :
Prenant part aux différentes réunions d’équipe
Réalisant les travaux d'ingénierie logicielle : conception, réalisation et tests unitaires

Sur un environnement IntelliJ, vous apprendrez le développement Backend sous Java et Frontend sous JSP (Java, HTML, CSS, JSTL, EL).

Nos projets s’appuient sur intégration continue (Git, GitLab, Sonar, Docker ...) garantissant qualité et robustesse.
Durée
 : Stage d'une durée de 6 mois, ce stage pouvant déboucher sur une proposition d’emploi concrète.
Profil du stagiaire
 : Idéalement Bac + 5 d’une formation supérieure pertinente par rapport au domaine d’intervention.

Informations complémentaires

Processus de recrutement :

Notre processus de recrutement se déroule en 3 étapes maximum :

Après étude et validation de votre parcours et de son adéquation avec le poste, une chargée de recrutement vous contactera pour convenir d’un premier entretien,

Dans un second temps et après validation de cette première étape, vous rencontrerez un opérationnel pour poursuivre l’échange sur une partie plus technique,

Enfin, vous serez convié(e) à un entretien de closing avec le manager de l’équipe.",développement web,Rennes (35),,Stage - Développeur CRM F/H
-,"Description de la mission

La filiale OBS Digital & DATA met la donnée au coeur de son approche client.

Nos clients prennent conscience de la valeur business de leurs données et sont de plus en plus sensibles à la question de leurs exploitations efficaces. Nous sommes là pour les accompagner et les conseiller dans une meilleure connaissance et maîtrise de leurs données.

Dans ce contexte, nous avons développé un partenariat avec SPLUNK qui nous permet d'être le premier intégrateur, en France, de cette solution.

Nous recherchons aujourd'hui, un Ingénieur Développeur DATA/SPLUNK à même d'intervenir chez nos clients pour les accompagner dans le développement et l'intégration de leur plateforme d'intelligence opérationnelle SPLUNK.

Missions :

Le département a pour objectif de délivrer des prestations de qualité en analyse de données en temps réel avec une forte compréhension des enjeux fonctionnels des clients dans le cadre de leurs projets d'intelligence opérationnelle :

Etudier et analyser les données collectées afin de répondre aux demandes marketing et/ou équipes techniques.

Accompagner le client dans des ateliers projets fonctionnels et techniques

Concevoir et mettre en oeuvre des tableaux de bords et rapports statistiques en illustrant les résultats par de la DataViz

Concevoir des alertes proactives en temps réel

about you

Profil De formation

BAC+5 minimum, vous justifiez d'au moins une première expérience dans le domaine.

Compétences techniques et qualités requises :

Compétence en développement SPLUNK (SPL)

Compétence en développements des langages : Python ou Java et Javascript serait un plus

Connaissance en requêtage SQL, noSQL

Connaissance en développement agile (Scrum, KANBAN)
Connaissance en déploiement automatisé (DEVOPS)

Bonne maîtrise écrite et orale de l'anglais

Bonnes compétences rédactionnelles.

Savoir analyser, modéliser et présenter les données

Des formations seront proposées pour monter en compétence sur la solution Splunk.

Intéressé(e) par la Dataviz, le développement ou la manipulation de données, curieux(se), dynamique et force de proposition, vous pourrez vous investir sur des activités au coeur des nouvelles technologies au sein de nos équipes projet Data.

Autant de raisons pour vous vous de venir construire et structurer avec nous les organisations agiles de demain !


department

Digital & Data

Partenaire de la transformation digitale des entreprises, Orange Digital&Data est l'entité d'Orange Business Services spécialisée dans la conception et le développement de services applicatifs et l'intégration de systèmes.


Implantés dans plusieurs grandes villes françaises comme Paris, Rennes, Lyon, Bordeaux, Lille et Toulouse … nous accompagnons au quotidien près de 20 000 entreprises tout au long du cycle de vie de leurs projets, dans les domaines clés de l'expérience digitale, de la Data Analytics et l’Intelligence Métier.


Pour la 4ème année consécutive, Orange reçoit la certification « Top Employer Global » 2019. Cette certification consacre les meilleures politiques et pratiques en termes de programmes de ressources humaines.

L’innovation est essentielle à votre métier, construisons la ensemble !


contract

Regular",data science,Rennes (35),,Ingénieur Développeur DATA SPLUNK F/H
-,"Description du poste



En rejoignant CGI, entreprise canadienne et leader mondial du conseil et des services numériques, vous serez au cœur de la transformation digitale des entreprises et de la société.

Intelligence artificielle, blockchain, cybersecurité, transformation des modèles économiques, autant d'enjeux qui rythmeront votre quotidien aux côtés de nos professionnels.




Fonctions et responsabilités



Ce stage de fin d'études vous permettra d'intégrer une équipe de 6 personnes et de participer au développement du système de facturation d'un grand groupe de télécommunication français.

Dans un contexte technologique riche (Java, Oracle, Linux, Web Services…), vous aurez l'opportunité de participer activement aux différentes phases du projet. Vous découvrirez ainsi les métiers intervenant dans le cycle de vie d'un projet ainsi que les méthodes de travail d'un leader mondial en service IT.



Vos missions :

L'acquisition des connaissances méthodologiques, informatiques et fonctionnelles dans un environnement Agile :


La conception (technique et/ou fonctionnelle),
La réalisation,
La validation



Environnement technologique :


Serveurs d'applications Tomcat, Jonas. Base Oracle.
PIC : maeven, jenkins, nexus. DevOPS : Cloud, Kubernetes, Docker
Méthodologies : Scrumban




Qualités requises pour réussir dans ce rôle


Stage ouvert à des candidats en fin d'études
Connaissances en développement Java J2E, SQLhibernate
Autonomie, travail en équipe, écoute, esprit critique et constructif, dynamisme, capacité à prendre du recul.



A compétences égales, ce stage est ouvert aux personnes en situation de handicap



Compétences


Java


Java Enterprise Editions JEE


Ce que vous pouvez attendre de nous



Donnez un élan à votre carrière.



Le secteur des technologies de l'information (TI) connaît une période extraordinaire. La transformation numérique des organisations continue de s'accélérer, et CGI est au premier plan de ce changement. Nous accompagnons nos clients dans leur démarche numérique et offrons à nos professionnels des opportunités de carrière stimulantes.



La réussite de CGI repose sur le talent et l'engagement de nos professionnels. Ensemble, nous relevons les défis et partageons les bénéfices issus de la croissance de notre entreprise. Cette approche renforce notre culture d'actionnaire-propriétaire ainsi, tous nos professionnels bénéficient de la valeur que nous créons collectivement.



Joignez-vous à nous pour prendre part à la croissance de l'une des plus importantes entreprises indépendantes de services en technologies de l'information (TI) et en gestion des processus d'affaires au monde.



Pour en savoir davantage à propos de CGI : www.cgi.com.



Les candidatures non sollicitées provenant de cabinets de recrutement ne seront pas retenues.



CGI favorise l'équité en matière d'emploi.",développement web,35000 Rennes,,Stage : Analyse et développement d’un système de facturation d’offres B2B - H/F
-,"L'équipe R&D itère quotidiennement pour révolutionner le travail en équipe en proposant des solutions simples et efficaces. Au sein de notre Team R&D vous participez à la conception et au développement des fonctionnalités dans le but de réaliser des produits d'excellence.




Ce que nous recherchons:



Un/une Front End Developer, passionné(e) par les technologies web et notamment par JavaScript, React et Typscript. Vous serez directement au sein de notre Team R&D pour concevoir et développer des fonctionnalités pour une utilisation dans un contexte temps réel dans le but de réaliser la meilleure application web.




Ce que vous ferez:




Travailler en équipe agile avec des développeurs front et backend, webdesigners et graphistes
Développer des applications web innovantes, simples et élégantes
Participer à la conception et aux axes de performances pour différents types de navigateurs
Contribuer à la qualité du développement avec une approche orientée solution.



Profil



Ce que vous devez avoir :




Au moins 3 ans d'expérience en développement JavaScript vous maîtrisez au moins un framework JS (React, Backbone, Angular, …)
Une sensibilité au design orienté utilisateurs (web/mobile application, sites web modernes).
Vous recherchez la rapidité de chargement et la fluidité des interfaces web sur mobile
De l'expérience avec les webservices, les API REST et une grande maîtrise du DOM dans un contexte tactile et mobile
L'envie de se challenger dans une ambiance pro & fun.



Ce qui peut faire la différence:




Une expérience solide des technologies web : CSS, JavaScript, canvas
Une connaissance WebSockets, Animation, ou ESNext.



Le process de recrutement :




Entretien Tech/RH avec un Recruteur R&D
Test technique
Entretien technique avec le coach Front-end


Des échanges simples, honnêtes avec des interlocuteurs différents.


L'objectif ? Vous donner une vision claire du poste, de l'équipe R&D et de l'aventure Klaxoon.



Klaxoon Spirit



Nous apprenons chaque jour les uns des autres, à travers des discussions, des débats, des réunions. Ces interactions alimentent notre créativité et nous inspirent les idées qui font la différence.

Klaxoon s'engage en faveur de la diversité culturelle, l'égalité hommes-femmes et l'emploi des travailleurs handicapés.",développement web,Rennes (35),,Développeur Front-End R&D (ReactJS)
-,"Et si vous rejoigniez une entreprise qui vous ressemble ?



Le poste



Contexte 
:
 L’ambition de notre client ? 
Transformer le site de Rennes en une véritable forge logicielle 
et faire évoluer les pratiques de développement au sein de l’entreprise !



Missions
 : En qualité de 
Développeur PHP H/F 
vous serez amené(e) à :



Rédiger
 et 
valider les spécifications
, suite aux ateliers et points de suivis projets.

Participer aux 
améliorations de l’application web
 en vous aidant de vos connaissances sur les frameworks 
Symfony 
et/ou 
React

Apporter votre code à l’édifice, en mobilisant votre expérience sur du développement 
PHP
.


En savoir plus sur le client



Filiale d’un grand groupe Français
, notre client basé à 
Rennes
, accompagne la 
transformation numérique
 d’entreprises issues de plusieurs secteurs : grande distribution, industrie, télécommunications etc.



Il propose des solutions adaptées en lien avec la numérisation des processus métiers, l’échange de données sécurisées, l’archivage et la gestion d’identité numérique.



De bonnes raisons de choisir Apside



Un esprit start-up avec la stabilité d’un grand groupe, qui favorise l’agilité, le travail d’équipe et la proximité. Alors qu’Apside ne cesse d'agrandir sa famille déjà forte de plus de 3000 consultants, nous sommes à la recherche de nos nouveaux talents !



APSIDE Rennes regroupe aujourd'hui plus de 150 collaborateurs divisés en deux pôles : Systèmes d’informations et informatique industrielle. Nous travaillons dans divers secteurs d’activités tels que l’Aéronautique, Spatial, Télécommunication, Défense, Ferroviaire, Naval, Banque, Assurance, Smart cities, … 1/3 de notre effectif est basé à l’agence et nous disposons de plusieurs centres de compétences chez nos clients.



Intégrez une structure à taille humaine : ambiance saine et conviviale

L’agence est située à 5 min de la gare, 30 secondes du métro et du 1er bus !

Participez aux Tech’dej (pizza / coca + veille techno partagée entre collègues)

Participez aux évènements techniques (BreizhCamp, AgileTour, Devoxx, …)

Des soirées trimestrielles (BBQ, bubble soccer, karting, dégustation, …)



Notre savoir-faire et notre savoir-être vous accompagnent au cœur de plusieurs métiers : l’ingénierie en systèmes d'information et informatique industrielle, scientifique, aéronautique, automobile et financière.



Vous ?


Vous aviez le choix entre plusieurs technologies et c’est finalement pour le 
PHP
 que vous avez opté !

Vous êtes suffisamment mélomane pour aimer le 
Symfony
, et ne manquez pas de 
React
 -ivité quand il s’agit de trouver des solutions techniques ?

Vous appréciez le 
travail en équipe
 et 
transmettre vos connaissances
 sur les dernières évolutions technologiques ?



Ce poste de 
Développeur PHP H/F
 basé à Rennes est fait pour vous !



Vous souhaitez donner un nouvel élan à votre carrière ? 
Devenez notre futur collègue !





Apside s’engage en faveur de l’emploi des personnes en situation de handicap avec sa filiale Apsid’EA : 1ère entreprise adaptée totalement intégrée à une ESN",développement web,35000 Rennes,,Développeur PHP H/F
TriBeCa Conseil,"Qui est Sharly ?



SHARLY est une start’up qui édite une 
plateforme unique permettant à la Grande Distribution de gérer ses partenaires commerciaux
 : fournisseurs, merchandiseurs, animateurs, prestataires externes.





Elle est utilisée au quotidien par les équipes de l’hypermarché (direction, managers, chefs de rayon, accueil, sécurité) pour 
répondre à leurs besoins métiers et collaborer plus efficacement avec leurs visiteurs professionnels.



Comment cela fonctionne ? 
Nous digitalisons le registre papier d'entrée visiteurs
 par une 
tablette installée à l'accueil
 avec l'application Sharly. Les informations collectées sont centralisées et restituées en temps réel pour les équipes du magasin sur leur espace dédié, ils y trouvent nombreuses fonctionnalités pour collaborer avec leurs partenaires commerciaux.



Le retour sur investissement est immédiat pour les supermarchés : l’outil apporte 
sécurité, contrôle, optimisation des coûts, business, gain de temps et productivité.



Pour en savoir plus :



Site internet : https://sharly.fr/

Linked’In : https://www.linkedin.com/company/sharly/

Article “Je bosse en Grande Distribution” : https://jebosseengrandedistribution.fr/2020/09/17/acceleration-digitalisation-relations-commerciaux-chefs-rayon-grande-distribution/

Podcast “Je bosse en Grande Distribution” : sur Ausha, Spotify ou Apple



Cette opportunité s’intègre au sein de l’équipe Sharly,
 basée au Village by CA ou en télétravail.



Vous évoluerez au sein d’une 
petite structure en plein développement.



Le cadre de travail est fait pour que vous puissiez 
vous épanouir et être force de proposition
. En tant qu’alternant, vous serez à 
part entière membre de l’équipe.



Quel sera votre poste ?



Encadré(e) formé(e) par les fondateurs Sharly et la CTO, vous évoluerez dans un cadre de 
développement agile
 :



Définition de sprint

Etudes fonctionnelles, propositions de mise en oeuvre

Développement applicatif : web et app mobile

Tests

Mise en production

Rétrospectives



Stack technique :



Entre autres : Angular, Capacitor, Nativescript, Firebase, NodeJS, Xcode, gitlab



Quel est votre profil ?



Vous êtes issu(e) d’une formation
 BAC+5 école d’ingénieur

Vous avez des premières 
expériences en développement web / mobile

Vous faites preuve d’une très 
bonne autonomie et de capacités d’organisation

Vous êtes 
curieux(se) 
et en constante 
veille technologique

Vous avez une 
attirance produit
 et les 
tests ne vous rebutent pas



Et maintenant ?



Si cette offre vous correspond, n’attendez-plus, volez de vos propres ailes en rejoignant l’aventure Sharly !



Une expérience riche et passionnante vous attend !
 
Postulez !",data science,35000 Rennes,,Alternance - développeur F/H
-,"QUI SOMMES-NOUS ?

Thales propose des systèmes d’information et de communication sécurisés et interopérables pour les forces armées, les forces de sécurité et les opérateurs d’importance vitale. Ces activités, qui regroupent radiocommunications, réseaux, systèmes de protection, systèmes d’information critiques et cybersécurité, répondent aux besoins de marchés où l’utilisation des nouvelles technologies numériques est déterminante. Thales intervient tout au long de la chaîne de valeur, des équipements aux systèmes en passant par le soutien logistique et les services associés.

Nos équipes de l’activité Systèmes d’information critiques et cybersécurité fournissent des services et des solutions globales optimisant la performance, la résilience et la sécurité des systèmes d’information afin de faire face aux ruptures technologiques et aux cybermenaces.

Le
 Centre de Compétences User Efficiency 
recherche un(e) 
Pilote de projet technique(H/F)
, Basé à Rennes (35).

QUI ETES-VOUS ?

De formation Bac +5 en informatique (école d’ingénieur, Master ou équivalent), vous justifiez d’une première expérience réussie dans un rôle de pilote de projet technique.

Vous avez préalablement acquis une expérience technique en développement (Java, C++ ou Web/JS) avant d'évoluer vers un rôle de pilotage de projet (planning, budgets, ...) ?

Vous avez une très bonne capacité d'analyse et de compréhension ?

Vous aimez animer et fédérer une équipe de développement ?

Rigoureux (se), vous avez à cœur de mener à bien vos projets ?

Vous êtes reconnu(e) pour vos qualités relationnelles et organisationnelles ?

Vous êtes force de proposition ?

Alors le poste de 
Pilote de projet technique
 est fait pour vous !

CE QUE NOUS POUVONS ACCOMPLIR ENSEMBLE :

Dans le cadre de la transformation numérique d’un de nos clients majeurs dans le domaine de la défense, le Centre de Compétences User Efficiency recherche actuellement un ou

une Pilote de projet technique.

Vous interviendrez sur des projets complexes en étant l'interface du client sur les aspects d’ingénierie et plan de développement du projet, et piloterez des équipes techniques en mettant en œuvre divers cycles de vie de développement (notamment l’agile).

Pour accompagner la croissance de nos activités, vous intégrerez nos équipes projet et pourrez être amené à intervenir sur des réponses à appels d’offre, sur l’analyse du besoin et le chiffrage technique.

En nous rejoignant, vous vous verrez confier les missions suivantes :
Gérer le cadrage et le pilotage de projets : périmètre, chiffrage de la solution, identification des risques, réalisation du planning et gestion du chemin critique ;
Organiser, coordonner et piloter des équipes sur l’ensemble des phases du projet dans un souci de qualité et d’amélioration des performances
Identifier au plus tôt les difficultés, alerter, mettre en place les plans d’action ;
Identifier les compétences d'ingénierie requises pour réaliser les activités projet ;
Veiller à la qualité des livrables en mettant notamment en place des revues et des indicateurs, en industrialisant la solution mise en œuvre, en déterminant la stratégie de tests ;
Participer à des réponses à appel d’offres ;

En fonction des opportunités, vous pourrez également vous voir confier l’opportunité d’intégrer l’équipe managériale User Efficiency.

Innovation, passion, ambition : rejoignez Thales et créez le monde de demain, dès aujourd’hui.",développement web,Rennes (35),,Pilote de projet technique (H/F)
-,"Entouré(e) d’une équipe de passionnés, comme vous, vous aurez la charge de :

 Participer au maintien opérationnel des outils et au développement de nouvellesfonctionnalités,

 Réaliser les tests unitaires, d’intégration et méthode de test BDD, TDD,

 Réaliser la correction des anomalies éventuelles,

 Participer à la rédaction de la documentation,

 Participer au processus l’intégration continue,

 Construire et utiliser des APIs,

 Participer à des projets avec de fortes contraintes techniques, de sécurité et deperformances.


Profil recherché


Diplômé d'une école d'ingénieurs ou équivalent (Bac +5)

Vous avez une expérience d’au moins 2 ans en développement Python, la maîtrise des Framework Django et/ou Flask est un plus.

 Force de proposition, vous êtes rigoureux(se) et efficace dans votre travail.

Idéalement vous avez déjà travaillé en méthodologie Agile.Vous maîtrisez ou souhaitez vous familiariser avec les outils DevOps : Jenkins, Kubernetespar exemple.

L'anglais est un plus.


Après 4 années sur Nantes, l’engagement des Extiens nous a permis de devenir une grande et belle famille. Extia Ouest (Nantes et Rennes) c’est 85 consultants, 1 BE Telecom, 3 communautés métiers et presque 40 événements par an. Serez vous le/la prochain(e) à rejoindre à l’aventure ?

Nous intervenons principalement sur les métiers de l’infrastructure, le SIG/FTTH, le développement applicatif / web, la gestion de projet, l'agilité, l'automatisation des tests et le devOps dans les secteurs des Télécoms, du Retail, de la Santé et des Administrations publiques.

Breaking news, notre agence rennaise ouvre ses portes cette année ! Aujourd’hui présente dans les secteurs des Télécoms, de l'Édition de Logiciel et la Banque Finance Assurance, son développement vous appartient...En rejoignant notre équipe vous démarrez des missions en adéquation avec vos attentes tout en étant au coeur d'une vie d'agence dynamique vous permettant de vous impliquer autrement. Participant ou Lead de nos communautés métiers (IT, Agile et Feelgood), vous partagerez vos connaissances et monterez en compétences simplement entre Extiens. Participant ou Lead de nos différents teams ludiques ou sportives, faites le plein de fun et embarquez dans l’expérience positive by Extia. Contactez-nous et commençons notre belle histoire ensemble !

#LI-COD",développement web,Rennes (35),,Développeur Python H/F
